TIME(s);RPM(r/min);TPS(%);MAP(kPa);CLT(°C);IAT(°C);AOut(V);AccVoltage(V)
860,55;872;0;16;95;26;0,00;15,29;
860,60;870;0;19;95;26;0,00;15,29;
860,62;870;0;18;95;26;0,00;15,29;
860,65;870;0;18;95;26;0,00;15,29;
860,68;870;0;17;95;26;0,00;15,29;
860,71;868;0;16;95;26;0,00;15,29;
860,74;868;0;16;95;26;0,00;15,29;
860,77;868;0;18;95;26;0,00;15,29;
860,82;868;0;16;95;26;0,00;15,29;
860,84;868;0;17;92;26;0,00;15,29;
860,86;874;0;17;92;26;0,00;15,29;
860,90;874;0;17;95;26;0,00;15,29;
860,93;874;0;17;95;26;0,00;15,29;
860,96;874;0;18;95;26;0,00;15,29;
860,99;880;0;16;95;26;0,00;15,29;
861,05;880;0;18;95;26;0,00;15,29;
861,06;880;0;16;95;26;0,00;15,29;
861,08;880;0;16;95;26;0,00;15,29;
861,11;880;0;16;95;26;0,00;15,29;
861,15;872;0;16;95;26;0,00;15,29;
861,18;872;0;16;95;26;0,00;15,29;
861,21;872;0;17;92;26;0,00;15,29;
861,26;872;0;16;95;26;0,00;15,29;
861,27;870;0;17;95;26;0,00;15,29;
861,30;870;0;18;92;26;0,00;15,29;
861,33;870;0;17;92;26;0,00;15,29;
861,36;870;0;17;95;26;0,00;15,29;
861,39;853;0;16;92;26;0,00;15,29;
861,43;853;0;18;92;26;0,00;15,29;
861,48;853;0;16;95;26;0,00;15,29;
861,49;853;0;17;95;26;0,00;15,29;
861,52;853;0;17;95;26;0,00;15,29;
861,56;853;0;18;95;26;0,00;15,29;
861,58;853;0;18;92;26;0,00;15,29;
861,61;853;0;19;95;26;0,00;15,29;
861,65;853;0;16;95;26;0,00;15,29;
861,70;852;0;19;92;26;0,00;15,29;
861,72;852;0;16;92;26;0,00;15,29;
861,74;852;0;16;95;26;0,00;15,29;
861,77;852;0;17;95;26;0,00;15,29;
861,81;852;0;17;95;26;0,00;15,29;
861,83;850;0;18;95;26;0,00;15,29;
861,86;850;0;17;95;26;0,00;15,29;
861,91;850;0;18;95;26;0,00;15,29;
861,93;850;0;17;92;26;0,00;15,29;
861,96;852;0;17;95;26;0,00;15,29;
861,99;852;0;17;95;26;0,00;15,29;
862,02;852;0;17;92;26;0,00;15,29;
862,05;852;0;17;92;26;0,00;15,29;
862,08;852;0;16;92;26;0,00;15,29;
862,13;854;0;17;95;26;0,00;15,29;
862,15;854;0;19;92;26;0,00;15,29;
862,18;854;0;19;95;26;0,00;15,29;
862,21;854;0;17;95;26;0,00;15,29;
862,24;855;0;17;92;26;0,00;15,29;
862,27;855;0;16;95;26;0,00;15,29;
862,31;855;0;19;95;26;0,00;15,29;
862,35;855;0;16;95;26;0,00;15,29;
862,37;855;0;17;95;26;0,00;15,29;
862,40;860;0;19;92;26;0,00;15,29;
862,43;860;0;18;95;26;0,00;15,29;
862,46;860;0;18;95;26;0,00;15,29;
862,49;860;0;17;92;26;0,00;15,29;
862,52;854;0;19;95;26;0,00;15,29;
862,57;854;0;16;95;26;0,00;15,29;
862,58;854;0;17;92;26;0,00;15,29;
862,61;854;0;16;92;26;0,00;15,29;
862,65;854;0;17;95;26;0,00;15,29;
862,68;843;0;19;92;26;0,00;15,29;
862,71;843;0;19;92;26;0,00;15,29;
862,74;843;0;17;92;26;0,00;15,29;
862,79;843;0;17;92;26;0,00;15,29;
862,80;843;0;17;92;26;0,00;15,29;
862,83;848;0;17;92;26;0,00;15,29;
862,86;848;0;17;95;26;0,00;15,29;
862,90;848;0;17;95;26;0,00;15,29;
862,93;848;0;17;95;26;0,00;15,29;
862,96;861;0;17;92;26;0,00;15,29;
863,01;861;0;17;92;26;0,00;15,29;
863,03;861;0;19;95;26;0,00;15,29;
863,05;861;0;17;95;26;0,00;15,29;
863,08;864;0;17;95;26;0,00;15,29;
863,11;864;0;16;95;26;0,00;15,29;
863,15;864;0;17;92;26;0,00;15,29;
863,18;864;0;18;95;26;0,00;15,29;
863,23;861;0;16;92;26;0,00;15,29;
863,25;861;0;16;92;26;0,00;15,29;
863,27;861;0;18;95;26;0,00;15,29;
863,30;861;0;18;92;26;0,00;15,29;
863,33;861;0;17;92;26;0,00;15,29;
863,36;861;0;17;92;26;0,00;15,29;
863,40;861;0;18;92;26;0,00;15,29;
863,44;861;0;16;92;26;0,00;15,29;
863,46;861;0;16;92;26;0,00;15,29;
863,49;861;0;16;95;26;0,00;15,29;
863,52;865;0;17;95;26;0,00;15,29;
863,55;865;0;17;92;26;0,00;15,29;
863,58;865;0;19;95;26;0,00;15,29;
863,61;858;0;16;95;26;0,00;15,29;
863,67;858;0;19;95;26;0,00;15,29;
863,69;858;0;17;95;26;0,00;15,29;
863,71;858;0;16;92;26;0,00;15,29;
863,74;858;0;16;92;26;0,00;15,29;
863,77;858;0;16;95;26;0,00;15,29;
863,80;857;0;17;92;26;0,00;15,29;
863,83;857;0;16;92;26;0,00;15,29;
863,88;857;0;17;95;26;0,00;15,29;
863,90;857;0;18;92;26;0,00;15,29;
863,93;861;0;17;92;26;0,00;15,29;
863,96;861;0;17;92;26;0,00;15,29;
864,00;861;0;16;92;26;0,00;15,29;
864,02;861;0;19;92;26;0,00;15,29;
864,06;863;0;17;92;26;0,00;15,29;
864,11;863;0;19;92;26;0,00;15,29;
864,13;863;0;16;95;26;0,00;15,29;
864,15;860;0;17;92;26;0,00;15,29;
864,30;860;0;17;92;26;0,00;15,29;
864,35;866;0;16;92;26;0,00;15,29;
864,39;866;0;16;95;26;0,00;15,29;
864,42;864;0;16;92;26;0,00;15,29;
864,53;864;0;16;92;26;0,00;15,29;
864,60;864;0;17;92;26;0,00;15,29;
864,63;864;0;17;92;26;0,00;15,29;
864,65;841;0;17;95;26;0,00;15,29;
864,77;843;0;16;92;26;0,00;15,29;
864,82;843;0;19;92;26;0,00;15,29;
864,84;843;0;17;95;26;0,00;15,29;
864,86;843;0;17;92;26;0,00;15,29;
864,90;843;0;17;95;26;0,00;15,29;
864,93;831;0;17;92;26;0,00;15,29;
864,97;831;0;18;92;26;0,00;15,29;
865,02;831;0;18;92;26;0,00;15,29;
865,05;832;0;17;95;26;0,00;15,29;
865,18;837;0;19;92;26;0,00;15,29;
865,23;837;0;17;92;26;0,00;15,29;
865,25;837;0;19;92;26;0,00;15,29;
865,27;837;0;19;92;26;0,00;15,29;
865,31;837;0;17;92;26;0,00;15,29;
865,33;837;0;18;92;26;0,00;15,29;
865,36;840;0;19;92;26;0,00;15,29;
865,41;840;0;17;92;26;0,00;15,29;
865,43;840;0;17;92;26;0,00;15,29;
865,46;840;0;18;92;26;0,00;15,29;
865,49;838;0;18;92;26;0,00;15,29;
865,52;838;0;19;92;26;0,00;15,29;
865,55;838;0;17;92;26;0,00;15,29;
865,58;838;0;19;92;26;0,00;15,29;
865,63;849;0;17;92;26;0,00;15,29;
865,65;849;0;17;92;26;0,00;15,29;
865,68;849;0;17;92;26;0,00;15,29;
865,71;849;0;17;95;26;0,00;15,29;
865,74;849;0;17;92;26;0,00;15,29;
865,77;857;0;18;92;26;0,00;15,29;
865,80;857;0;17;92;26;0,00;15,29;
865,86;857;0;18;92;26;0,00;15,29;
865,87;857;0;17;92;26;0,00;15,29;
865,89;857;0;17;92;26;0,00;15,29;
865,93;864;0;16;92;26;0,00;15,29;
865,96;864;0;17;92;26;0,00;15,29;
865,99;864;0;16;92;26;0,00;15,29;
866,02;864;0;17;92;26;0,00;15,29;
866,07;864;0;17;92;26;0,00;15,29;
866,08;864;0;18;92;26;0,00;15,29;
866,11;864;0;17;92;26;0,00;15,29;
866,15;864;0;17;92;26;0,00;15,29;
866,18;846;0;16;92;26;0,00;15,29;
866,21;846;0;17;92;26;0,00;15,29;
866,24;846;0;18;92;26;0,00;15,29;
866,29;846;0;17;92;26;0,00;15,29;
866,33;849;0;19;92;26;0,00;15,29;
866,37;849;0;18;92;26;0,00;15,29;
866,39;863;0;16;92;26;0,00;15,29;
866,52;863;0;17;96;26;0,00;15,29;
866,58;863;0;17;92;26;0,00;15,29;
866,59;863;0;17;95;26;0,00;15,29;
866,61;851;0;19;92;26;0,00;15,29;
866,65;851;0;19;92;26;0,00;15,29;
866,68;851;0;17;92;26;0,00;15,29;
866,74;851;0;17;92;26;0,00;15,29;
866,77;830;0;17;95;26;0,00;15,29;
866,81;830;0;17;92;26;0,00;15,29;
866,83;830;0;18;92;26;0,00;15,29;
866,86;830;0;19;92;26;0,00;15,29;
866,90;839;0;16;92;26;0,00;15,29;
866,94;839;0;19;92;26;0,00;15,29;
866,96;839;0;19;92;26;0,00;15,29;
866,99;839;0;17;92;26;0,00;15,29;
867,02;839;0;17;92;26;0,00;15,29;
867,05;842;0;17;92;26;0,00;15,29;
867,08;842;0;17;92;26;0,00;15,29;
867,11;842;0;17;92;26;0,00;15,29;
867,17;842;0;17;92;26;0,00;15,29;
867,19;837;0;18;92;26;0,00;15,29;
867,21;837;0;17;92;26;0,00;15,29;
867,24;837;0;17;92;26;0,00;15,29;
867,27;837;0;17;92;26;0,00;15,29;
867,30;837;0;18;92;26;0,00;15,29;
867,33;831;0;17;95;26;0,00;15,29;
867,37;831;0;20;92;26;0,00;15,29;
867,39;831;0;20;95;26;0,00;15,29;
867,43;831;0;18;92;26;0,00;15,29;
867,46;831;0;18;92;26;0,00;15,29;
867,49;805;0;19;92;26;0,00;15,29;
867,52;805;0;18;92;26;0,00;15,29;
867,56;805;0;18;92;26;0,00;15,29;
867,59;805;0;19;92;26;0,00;15,29;
867,62;813;0;18;92;26;0,00;15,29;
867,65;813;0;18;92;26;0,00;15,29;
867,68;813;0;17;92;26;0,00;15,29;
867,71;813;0;17;92;26;0,00;15,29;
867,74;813;0;18;92;26;0,00;15,29;
867,77;842;0;17;92;26;0,00;15,29;
867,82;842;0;18;92;26;0,00;15,29;
867,84;842;0;20;92;26;0,00;15,29;
867,86;842;0;18;92;26;0,00;15,29;
867,90;862;0;18;92;26;0,00;15,29;
867,92;862;0;17;92;26;0,00;15,29;
867,96;862;0;17;92;26;0,00;15,29;
867,99;862;0;18;92;26;0,00;15,29;
868,04;865;0;17;95;26;0,00;15,29;
868,06;865;0;17;92;26;0,00;15,29;
868,08;865;0;17;92;26;0,00;15,29;
868,11;865;0;19;92;26;0,00;15,29;
868,15;865;0;19;92;26;0,00;15,29;
868,18;861;0;17;92;26;0,00;15,29;
868,21;861;0;17;92;26;0,00;15,29;
868,26;861;0;17;92;26;0,00;15,29;
868,27;861;0;16;92;26;0,00;15,29;
868,31;861;0;17;92;26;0,00;15,29;
868,33;868;0;17;92;26;0,00;15,29;
868,36;868;0;17;92;26;0,00;15,29;
868,40;868;0;18;92;26;0,00;15,29;
868,42;868;0;16;92;26;0,00;15,29;
868,48;868;0;19;92;26;0,00;15,29;
868,50;868;0;17;95;26;0,00;15,29;
868,52;868;0;16;92;26;0,00;15,29;
868,55;868;0;17;92;26;0,00;15,29;
868,58;868;0;16;92;26;0,00;15,29;
868,61;869;0;16;92;26;0,00;15,29;
868,65;869;0;17;92;26;0,00;15,29;
868,70;869;0;16;92;26;0,00;15,29;
868,72;869;0;16;92;26;0,00;15,29;
868,74;866;0;18;92;26;0,00;15,29;
868,77;866;0;17;95;26;0,00;15,29;
868,80;866;0;19;92;26;0,00;15,29;
868,83;866;0;17;92;26;0,00;15,29;
868,86;863;0;19;92;26;0,00;15,29;
868,91;863;0;16;92;26;0,00;15,29;
868,93;863;0;17;92;26;0,00;15,29;
868,96;863;0;17;92;26;0,00;15,29;
868,99;863;0;17;92;26;0,00;15,29;
869,02;832;0;19;92;26;0,00;15,29;
869,05;832;0;18;92;26;0,00;15,29;
869,08;832;0;18;92;26;0,00;15,29;
869,13;832;0;17;92;26;0,00;15,29;
869,15;832;0;17;92;26;0,00;15,29;
869,18;828;0;17;92;26;0,00;15,29;
869,21;828;0;17;92;26;0,00;15,29;
869,24;828;0;18;92;26;0,00;15,29;
869,27;828;0;19;92;26;0,00;15,29;
869,30;830;0;17;92;26;0,00;15,29;
869,36;830;0;19;92;26;0,00;15,29;
869,37;830;0;17;92;26;0,00;15,29;
869,40;830;0;17;92;26;0,00;15,29;
869,42;830;0;18;92;26;0,00;15,29;
869,46;842;0;17;92;26;0,00;15,29;
869,49;842;0;19;92;26;0,00;15,29;
869,52;842;0;17;92;26;0,00;15,29;
869,57;842;0;18;92;26;0,00;15,29;
869,58;852;0;17;92;26;0,00;15,29;
869,61;852;0;17;92;26;0,00;15,29;
869,65;852;0;17;92;26;0,00;15,29;
869,68;852;0;17;92;26;0,00;15,29;
869,71;852;0;17;92;26;0,00;15,29;
869,74;849;0;17;95;26;0,00;15,29;
869,79;849;0;18;92;26;0,00;15,29;
869,81;849;0;18;92;26;0,00;15,29;
869,83;849;0;18;92;26;0,00;15,29;
869,86;851;0;17;92;26;0,00;15,29;
869,90;851;0;16;92;26;0,00;15,29;
869,93;851;0;16;92;26;0,00;15,29;
869,96;851;0;19;92;26;0,00;15,29;
870,01;851;0;16;92;26;0,00;15,29;
870,03;851;0;19;92;26;0,00;15,29;
870,05;851;0;19;92;26;0,00;15,29;
870,08;851;0;19;92;26;0,00;15,29;
870,11;851;0;17;92;26;0,00;15,29;
870,14;834;0;17;91;26;0,00;15,29;
870,18;834;0;18;92;26;0,00;15,29;
870,22;834;0;17;92;26;0,00;15,29;
870,24;834;0;17;92;26;0,00;15,29;
870,27;834;0;18;92;26;0,00;15,29;
870,30;835;0;18;92;26;0,00;15,29;
870,33;835;0;17;92;26;0,00;15,29;
870,36;835;0;18;92;26;0,00;15,29;
870,39;835;0;19;92;26;0,00;15,29;
870,44;835;0;17;92;26;0,00;15,29;
870,46;837;0;18;92;26;0,00;15,29;
870,49;837;0;18;92;26;0,00;15,29;
870,52;837;0;18;92;26;0,00;15,29;
870,55;837;0;19;92;26;0,00;15,29;
870,58;845;0;18;92;26;0,00;15,29;
870,61;845;0;17;92;26;0,00;15,29;
870,67;845;0;19;92;26;0,00;15,29;
870,69;845;0;17;92;26;0,00;15,29;
870,71;845;0;17;92;26;0,00;15,29;
870,74;846;0;18;92;26;0,00;15,29;
870,77;846;0;17;92;26;0,00;15,29;
870,80;846;0;19;92;26;0,00;15,29;
870,83;846;0;18;92;26;0,00;15,29;
870,87;839;0;17;92;26;0,00;15,29;
870,90;839;0;17;92;26;0,00;15,29;
870,92;839;0;17;92;26;0,00;15,29;
870,96;839;0;17;92;26;0,00;15,29;
870,99;839;0;17;92;26;0,00;15,29;
871,02;843;0;19;92;26;0,00;15,29;
871,05;843;0;16;92;26;0,00;15,29;
871,09;843;0;19;92;26;0,00;15,29;
871,12;843;0;17;92;26;0,00;15,29;
871,14;843;0;17;92;26;0,00;15,29;
871,18;838;0;16;92;26;0,00;15,29;
871,21;838;0;17;92;26;0,00;15,29;
871,24;838;0;17;92;26;0,00;15,29;
871,27;837;0;17;92;26;0,00;15,22;
871,32;837;0;18;92;26;0,00;15,22;
871,34;837;0;18;92;26;0,00;15,22;
871,36;837;0;17;92;26;0,00;15,22;
871,40;837;0;17;92;26;0,00;15,22;
871,43;837;0;18;92;26;0,00;15,22;
871,46;810;0;18;92;26;0,00;15,22;
871,49;810;0;18;92;26;0,00;15,22;
871,54;810;0;17;92;26;0,00;15,22;
871,57;810;0;18;92;26;0,00;15,22;
871,58;837;0;18;92;26;0,00;15,22;
871,62;837;0;17;92;26;0,00;15,22;
871,65;837;0;17;92;26;0,00;15,22;
871,68;837;0;17;92;26;0,00;15,22;
871,71;853;0;20;92;26;0,00;15,22;
871,76;853;0;18;92;26;0,00;15,22;
871,77;853;0;19;92;26;0,00;15,22;
871,80;853;0;18;92;26;0,00;15,22;
871,83;853;0;18;92;26;0,00;15,22;
871,86;849;0;17;92;26;0,00;15,22;
871,89;849;0;17;92;26;0,00;15,22;
871,93;849;0;19;92;26;0,00;15,22;
871,98;849;0;17;92;26;0,00;15,22;
872,00;849;0;18;92;26;0,00;15,22;
872,02;838;0;17;92;26;0,00;15,22;
872,06;838;0;18;92;26;0,00;15,22;
872,08;838;0;18;92;26;0,00;15,22;
872,11;838;0;17;92;26;0,00;15,22;
872,14;844;0;19;92;26;0,00;15,22;
872,19;844;0;18;92;26;0,00;15,22;
872,22;844;0;17;92;26;0,00;15,22;
872,24;844;0;17;92;26;0,00;15,22;
872,27;844;0;17;92;26;0,00;15,22;
872,30;839;0;19;92;26;0,00;15,22;
872,33;839;0;18;92;26;0,00;15,22;
872,36;839;0;19;92;26;0,00;15,22;
872,41;839;0;17;92;26;0,00;15,22;
872,43;839;0;17;92;26;0,00;15,22;
872,46;830;0;18;92;26;0,00;15,22;
872,49;830;0;18;98;26;0,00;15,22;
872,52;830;0;19;92;26;0,00;15,22;
872,55;830;0;20;92;26;0,00;15,22;
872,58;831;0;19;92;26;0,00;15,22;
872,63;831;0;18;92;26;0,00;15,22;
872,65;831;0;17;92;26;0,00;15,22;
872,68;831;0;17;92;26;0,00;15,22;
872,71;831;0;18;92;26;0,00;15,22;
872,74;833;0;18;92;26;0,00;15,22;
872,77;833;0;20;92;26;0,00;15,22;
872,80;833;0;17;92;26;0,00;15,22;
872,85;833;0;19;92;26;0,00;15,22;
872,88;833;0;18;92;26;0,00;15,22;
872,89;837;0;17;92;26;0,00;15,22;
872,93;837;0;17;92;26;0,00;15,22;
872,96;837;0;17;92;26;0,00;15,22;
872,99;837;0;19;92;26;0,00;15,22;
873,02;823;0;18;92;26;0,00;15,22;
873,07;823;0;18;92;26;0,00;15,22;
873,08;823;0;18;92;26;0,00;15,22;
873,11;823;0;18;92;26;0,00;15,22;
873,15;823;0;18;92;26;0,00;15,22;
873,18;806;0;20;92;26;0,00;15,22;
873,21;806;0;20;92;26;0,00;15,22;
873,24;806;0;17;92;26;0,00;15,22;
873,29;806;0;19;92;26;0,00;15,22;
873,31;806;0;17;92;26;0,00;15,22;
873,33;832;0;17;92;26;0,00;15,22;
873,37;832;0;17;92;26;0,00;15,22;
873,39;832;0;18;92;26;0,00;15,22;
873,43;832;0;18;92;26;0,00;15,22;
873,46;853;0;17;92;26;0,00;15,22;
873,51;853;0;18;92;26;0,00;15,22;
873,53;853;0;18;92;26;0,00;15,22;
873,55;853;0;17;92;26;0,00;15,22;
873,58;853;0;17;92;26;0,00;15,22;
873,61;838;0;18;92;26;0,00;15,22;
873,64;838;0;18;92;26;0,00;15,22;
873,68;838;0;17;92;26;0,00;15,22;
873,72;838;0;19;92;26;0,00;15,22;
873,74;816;0;18;92;26;0,00;15,22;
873,77;816;0;18;92;26;0,00;15,22;
873,80;816;0;17;92;26;0,00;15,22;
873,83;816;0;18;92;26;0,00;15,22;
873,86;816;0;18;92;26;0,00;15,22;
873,89;829;0;17;92;26;0,00;15,22;
873,94;829;0;19;92;26;0,00;15,22;
873,96;829;0;18;92;26;0,00;15,22;
874,00;829;0;19;92;26;0,00;15,22;
874,03;829;0;17;92;26;0,00;15,22;
874,05;850;0;17;92;26;0,00;15,22;
874,08;850;0;17;92;26;0,00;15,22;
874,11;850;0;19;92;26;0,00;15,22;
874,17;850;0;18;92;26;0,00;15,22;
874,19;846;0;19;92;26;0,00;15,22;
874,21;846;0;20;92;26;0,00;15,22;
874,24;846;0;17;92;26;0,00;15,22;
874,27;846;0;17;92;26;0,00;15,22;
874,30;846;0;18;92;26;0,00;15,22;
874,33;822;0;17;92;26;0,00;15,22;
874,37;822;0;18;92;26;0,00;15,22;
874,39;822;0;19;92;26;0,00;15,22;
874,42;822;0;20;92;26;0,00;15,22;
874,46;828;0;20;92;26;0,00;15,22;
874,49;828;0;17;92;26;0,00;15,22;
874,52;828;0;17;95;26;0,00;15,22;
874,55;828;0;17;92;26;0,00;15,22;
874,59;828;0;17;92;26;0,00;15,22;
874,62;847;0;17;92;26;0,00;15,22;
874,64;847;0;17;92;26;0,00;15,22;
874,68;847;0;18;92;26;0,00;15,22;
874,71;847;0;20;92;26;0,00;15,22;
874,74;846;0;17;92;26;0,00;15,22;
874,77;846;0;18;92;26;0,00;15,22;
874,83;846;0;17;92;26;0,00;15,22;
874,84;846;0;17;92;26;0,00;15,22;
874,86;846;0;18;92;26;0,00;15,22;
874,90;842;0;17;92;26;0,00;15,22;
874,93;842;0;18;92;26;0,00;15,22;
874,96;842;0;19;92;26;0,00;15,22;
874,99;842;0;18;92;26;0,00;15,22;
875,04;842;0;17;92;26;0,00;15,22;
875,05;853;0;16;92;26;0,00;15,22;
875,09;853;0;17;92;26;0,00;15,22;
875,11;853;0;17;92;26;0,00;15,22;
875,14;853;0;17;92;26;0,00;15,22;
875,18;857;0;18;92;26;0,00;15,22;
875,21;857;0;16;92;26;0,00;15,22;
875,26;857;0;19;92;26;0,00;15,22;
875,27;857;0;17;92;26;0,00;15,22;
875,30;855;0;17;92;26;0,00;15,22;
875,33;855;0;17;92;26;0,00;15,22;
875,36;855;0;17;92;26;0,00;15,22;
875,39;855;0;17;92;26;0,00;15,22;
875,42;859;0;18;92;26;0,00;15,22;
875,48;859;0;16;92;26;0,00;15,22;
875,50;859;0;17;92;26;0,00;15,22;
875,52;848;0;17;92;26;0,00;15,22;
875,70;848;0;17;92;26;0,00;15,22;
875,72;848;0;17;92;26;0,00;15,22;
875,74;843;0;18;92;26;0,00;15,22;
875,81;843;0;19;92;26;0,00;15,22;
875,83;843;0;17;92;26;0,00;15,22;
875,86;843;0;17;92;26;0,00;15,22;
875,89;845;0;17;92;26;0,00;15,22;
875,92;845;0;17;92;26;0,00;15,22;
875,96;845;0;17;92;26;0,00;15,22;
876,02;845;0;18;92;26;0,00;15,22;
876,05;845;0;19;92;26;0,00;15,22;
876,08;845;0;17;92;26;0,00;15,22;
876,11;845;0;17;92;26;0,00;15,22;
876,14;845;0;16;92;26;0,00;15,22;
876,18;828;0;18;92;26;0,00;15,22;
876,24;828;0;19;92;26;0,00;15,22;
876,27;828;0;20;92;26;0,00;15,22;
876,30;825;0;18;92;26;0,00;15,22;
876,33;825;0;17;92;26;0,00;15,22;
876,36;825;0;17;92;26;0,00;15,22;
876,39;825;0;18;92;26;0,00;15,22;
876,46;833;0;20;92;26;0,00;15,22;
876,49;833;0;18;92;26;0,00;15,22;
876,52;833;0;18;92;26;0,00;15,22;
876,55;833;0;17;92;26;0,00;15,22;
876,58;833;0;17;92;26;0,00;15,22;
876,61;842;0;17;92;26;0,00;15,22;
876,68;842;0;17;92;26;0,00;15,22;
876,71;842;0;18;92;26;0,00;15,22;
876,74;836;0;20;92;26;0,00;15,22;
876,77;836;0;18;92;26;0,00;15,22;
876,80;836;0;17;95;26;0,00;15,22;
876,83;836;0;17;92;26;0,00;15,22;
876,89;842;0;20;92;26;0,00;15,22;
876,91;842;0;18;92;26;0,00;15,22;
876,92;842;0;18;92;26;0,00;15,22;
876,96;842;0;18;92;26;0,00;15,22;
876,99;842;0;19;92;26;0,00;15,22;
877,02;846;0;20;92;26;0,00;15,22;
877,05;846;0;17;92;26;0,00;15,22;
877,11;846;0;18;92;26;0,00;15,22;
877,13;846;0;17;92;26;0,00;15,22;
877,15;846;0;17;92;26;0,00;15,22;
877,18;848;0;17;92;26;0,00;15,22;
877,21;848;0;17;92;26;0,00;15,22;
877,24;848;0;18;92;26;0,00;15,22;
877,27;852;0;17;92;26;0,00;15,22;
877,33;852;0;17;92;26;0,00;15,22;
877,36;852;0;18;92;26;0,00;15,22;
877,37;852;0;17;92;26;0,00;15,22;
877,39;852;0;17;92;26;0,00;15,22;
877,43;852;0;16;92;26;0,00;15,22;
877,46;843;0;17;92;26;0,00;15,22;
877,49;843;0;17;92;26;0,00;15,22;
877,54;843;0;17;92;26;0,00;15,22;
877,57;843;0;18;92;26;0,00;15,22;
877,58;835;0;17;92;26;0,00;15,22;
877,61;835;0;17;92;26;0,00;15,22;
877,64;835;0;17;92;26;0,00;15,22;
877,68;835;0;17;92;26;0,00;15,22;
877,71;838;0;18;92;26;0,00;15,22;
877,77;838;0;19;92;26;0,00;15,22;
877,80;838;0;18;92;26;0,00;15,22;
877,83;838;0;17;92;26;0,00;15,22;
877,86;838;0;17;92;26;0,00;15,22;
877,89;838;0;17;92;26;0,00;15,22;
877,93;838;0;17;91;26;0,00;15,22;
877,99;838;0;19;92;26;0,00;15,22;
878,02;825;0;18;92;26;0,00;15,22;
878,05;825;0;17;92;26;0,00;15,22;
878,08;825;0;17;92;26;0,00;15,22;
878,11;825;0;17;92;26;0,00;15,22;
878,15;845;0;18;92;26;0,00;15,22;
878,21;845;0;17;92;26;0,00;15,22;
878,22;845;0;18;92;26;0,00;15,22;
878,24;845;0;18;92;26;0,00;15,22;
878,27;845;0;17;92;26;0,00;15,22;
878,31;855;0;18;92;26;0,00;15,22;
878,33;855;0;17;92;26;0,00;15,22;
878,36;855;0;16;92;26;0,00;15,22;
878,43;855;0;17;92;26;0,00;15,22;
878,46;852;0;18;92;26;0,00;15,22;
878,49;852;0;17;92;26;0,00;15,22;
878,52;852;0;18;92;26;0,00;15,22;
878,55;852;0;18;92;26;0,00;15,22;
878,58;847;0;17;92;26;0,00;15,22;
878,64;847;0;16;92;26;0,00;15,22;
878,67;847;0;17;92;26;0,00;15,22;
878,68;847;0;17;92;26;0,00;15,22;
878,71;847;0;18;92;26;0,00;15,22;
878,74;827;0;18;92;26;0,00;15,22;
878,77;827;0;19;92;26;0,00;15,22;
878,80;827;0;17;92;26;0,00;15,22;
878,86;827;0;19;92;26;0,00;15,22;
878,87;827;0;17;92;26;0,00;15,22;
878,89;831;0;17;92;26;0,00;15,22;
878,92;831;0;17;92;26;0,00;15,22;
878,96;831;0;17;92;26;0,00;15,22;
878,99;831;0;19;92;26;0,00;15,22;
879,02;836;0;17;92;26;0,00;15,22;
879,08;836;0;17;92;26;0,00;15,22;
879,10;836;0;17;92;26;0,00;15,22;
879,11;836;0;17;92;26;0,00;15,22;
879,14;836;0;17;92;26;0,00;15,22;
879,18;835;0;17;91;26;0,00;15,22;
879,21;835;0;17;92;26;0,00;15,22;
879,25;835;0;20;92;26;0,00;15,22;
879,30;825;0;17;92;26;0,00;15,22;
879,33;825;0;17;92;26;0,00;15,22;
879,36;825;0;17;92;26;0,00;15,22;
879,39;825;0;18;92;26;0,00;15,22;
879,43;825;0;18;92;26;0,00;15,22;
879,46;826;0;18;92;26;0,00;15,22;
879,51;826;0;18;92;26;0,00;15,22;
879,53;826;0;17;92;26;0,00;15,22;
879,55;826;0;17;92;26;0,00;15,22;
879,58;826;0;17;92;26;0,00;15,22;
879,61;834;0;17;92;26;0,00;15,22;
879,65;834;0;17;92;26;0,00;15,22;
879,68;834;0;18;92;26;0,00;15,22;
879,74;838;0;18;92;26;0,00;15,22;
879,77;838;0;20;92;26;0,00;15,22;
879,81;838;0;17;92;26;0,00;15,22;
879,83;838;0;17;92;26;0,00;15,22;
879,86;838;0;17;92;26;0,00;15,22;
879,89;839;0;18;91;26;0,00;15,22;
879,96;839;0;18;92;26;0,00;15,22;
879,99;839;0;19;92;26;0,00;15,22;
880,02;846;0;17;92;26;0,00;15,22;
880,05;846;0;17;92;26;0,00;15,22;
880,08;846;0;17;92;26;0,00;15,22;
880,11;846;0;17;92;26;0,00;15,22;
880,18;844;0;19;92;26;0,00;15,22;
880,20;844;0;17;92;26;0,00;15,22;
880,22;844;0;19;92;26;0,00;15,22;
880,24;844;0;18;92;26;0,00;15,22;
880,27;844;0;19;92;26;0,00;15,22;
880,30;847;0;17;92;26;0,00;15,22;
880,33;847;0;17;92;26;0,00;15,22;
880,39;847;0;18;92;26;0,00;15,22;
880,41;847;0;17;92;26;0,00;15,22;
880,43;847;0;17;92;26;0,00;15,22;
880,46;853;0;18;91;26;0,00;15,22;
880,49;853;0;18;92;26;0,00;15,22;
880,52;853;0;18;92;26;0,00;15,22;
880,56;853;0;17;92;26;0,00;15,22;
